days,count
1340236800,7
1340323200,6
1340409600,5
1340496000,8
1340582400,3
1340668800,1
1340755200,1
1340841600,4
1341014400,3
1341100800,3
1341187200,3
1341360000,1
1341619200,1
1341705600,6
1341792000,9
1341878400,7
1341964800,13
1342051200,3
1342137600,1
1342224000,3
1342310400,5
1342396800,5
1342483200,4
1342569600,5
1342656000,11
1342742400,6
1342828800,1
1342915200,3
1343001600,4
1343088000,7
1343174400,11
1343260800,4
1343347200,2
1343433600,7
1343520000,17
1343606400,18
1343692800,2
1343779200,2
1343865600,7
1343952000,7
1344038400,7
1344124800,12
1344211200,5
1344297600,1
1344384000,4
1344470400,3
1344643200,4
1344729600,4
1344816000,4
1344902400,2
1344988800,1
1345075200,13
1345161600,2
1345248000,1
1345334400,18
1345420800,7
1345507200,4
1345593600,5
1345680000,2
1345766400,9
1345939200,4
1346025600,10
1346112000,1
1346284800,5
1346371200,3
1346544000,4
1346630400,5
1346716800,1
1346803200,1
1346889600,3
1346976000,2
1347062400,25
1347148800,4
1347235200,5
1347321600,10
1347408000,10
1347494400,9
1347580800,3
1347667200,4
1347753600,7
1347840000,4
1347926400,4
1348099200,2
1348185600,5
1348272000,7
1348358400,16
1348444800,2
1348531200,1
1348617600,6
1348704000,6
1348790400,12
1348876800,6
1348963200,7
1349136000,10
1349222400,3
1349308800,4
1349395200,7
1349481600,5
1349568000,6
1349740800,5
1349913600,7
1350000000,10
1350086400,2
1350172800,4
1350259200,11
1350345600,6
1350432000,1
1350518400,4
1350604800,11
1350691200,12
1350777600,3
1350950400,4
1351036800,9
1351123200,4
1351209600,11
1351555200,3
1351641600,3
1351728000,8
1351900800,2
1351987200,7
1352073600,5
1352160000,1
1352246400,2
1352332800,6
1352419200,3
1352505600,2
1352592000,8
1352678400,3
1352764800,2
1352851200,8
1352937600,6
1353024000,6
1353110400,8
1353196800,19
1353369600,6
1353456000,5
1353542400,16
1353628800,4
1353715200,7
1353801600,10
1353888000,13
1353974400,9
1354060800,6
1354147200,1
1354233600,6
1354320000,10
1354406400,15
1354492800,2
1354665600,4
1354752000,7
1354838400,7
1354924800,14
1355011200,10
1355097600,1
1355184000,10
1355270400,1
1355443200,6
1355529600,8
1355616000,3
1355702400,4
1355788800,2
1355875200,10
1355961600,3
1356134400,1
1356220800,9
1356307200,2
1356393600,10
1356480000,12
1356566400,2
1356652800,3
1356739200,10
1356912000,12
1356998400,3
1357084800,1
1357171200,4
1357257600,2
1357344000,6
1357430400,10
1357603200,15
1357689600,5
1357862400,6
1357948800,5
1358035200,8
1358208000,2
1358294400,3
1358380800,2
1358467200,4
1358553600,8
1358640000,12
1358726400,16
1358812800,12
1358899200,8
1358985600,2
1359072000,8
1359158400,18
1359244800,23
1359331200,8
1359417600,3
1359504000,2
1359590400,5
1359676800,1
1359763200,2
1359849600,6
1360022400,4
1360195200,3
1360281600,1
1360368000,3
1360454400,5
1360540800,1
1360627200,3
1360800000,1
1360886400,3
1360972800,9
1361059200,2
1361145600,5
1361232000,5
1361318400,1
1361404800,8
1361491200,1
1361577600,5
1361664000,4
1361750400,3
1361836800,3
1361923200,2
1362009600,2
1362096000,1
1362182400,2
1362268800,5
1362355200,6
1362441600,5
1362528000,7
1362614400,8
1362700800,1
1362787200,7
1362873600,8
1362960000,5
1363046400,1
1363392000,19
1363478400,34
1363564800,14
1363651200,1
1363737600,11
1363824000,6
1363910400,6
1363996800,15
1364083200,3
1364169600,2
1364256000,1
1364342400,8
1364428800,2
1364515200,6
1364688000,3
1364947200,4
1365033600,2
1365206400,6
1365292800,18
1365379200,10
1365465600,4
1365552000,3
1365638400,8
1365724800,8
1365811200,13
1365897600,11
1365984000,5
1366070400,4
1366156800,3
1366243200,9
1366329600,2
1366416000,4
1366502400,14
1366588800,6
1366675200,5
1366761600,1
1366848000,4
1366934400,10
1367020800,12
1367107200,10
1367193600,7
1367280000,12
1367366400,9
1367452800,13
1367539200,7
1367625600,12
1367712000,6
1367798400,2
1367884800,4
1367971200,4
1368057600,2
1368144000,6
1368230400,11
1368316800,10
1368403200,3
1368489600,7
1368576000,3
1368662400,3
1368835200,11
1368921600,22
1369008000,27
1369094400,10
1369180800,8
1369267200,18
1369353600,8
1369440000,10
1369526400,19
1369612800,34
1369699200,21
1369872000,8
1369958400,6
1370044800,3
1370131200,10
1370217600,4
1370304000,16
1370390400,5
1370476800,7
1370563200,10
1370649600,5
1370736000,12
1370822400,11
1370908800,11
1370995200,3
1371081600,4
1371168000,2
1371254400,1
1371340800,6
1371513600,3
1371600000,2
1371686400,1
