pos_y,ecc,hits,rms_trans,pos_x
12.02,1.723,35,0.7723,4.025
5.751,5.743,183,0.9744,6.663
3.225,6.862,78,0.5081,8.892
2.168,3.486,38,0.6386,3.468
9.79,1.444,16,0.6921,1.537
7.585,4.223,189,0.6206,4.623
11.12,2.522,81,1.019,5.477
4.643,6.146,136,0.5566,5.986
1.999,1.325,48,0.9735,2.9
10.97,3.846,51,0.8653,6.537
9.87,5.847,68,0.3248,3.374
4.264,5.898,71,0.4067,10.02
11.54,2.854,17,0.5453,11.7
4.428,4.625,276,0.7643,7.128
6.259,9.294,34,0.1926,3.738
4.248,3.147,101,0.9534,4.565
12.94,5.291,23,0.08692,10.72
1.711,5.518,177,0.6922,5.824
10.4,4.097,92,0.8851,8.418
9.369,2.269,300,0.9198,4.972
7.422,4.134,199,1.156,6.052
4.536,4.342,96,0.7583,6.405
1.384,1.258,18,0.7318,1.87
7.003,2.577,312,1.6,6.669
8.561,12.23,50,0.2817,10.64
1.839,1.633,17,0.6013,1.425
11.28,3.679,432,0.7813,3.988
12.8,2.592,6,0.1881,1.943
1.403,1.433,63,0.5023,1.688
11.78,20.7,20,0.0877,4.804
5.547,12.94,281,0.3212,8.444
0.7743,1.974,121,0.2543,11.82
5.355,4.91,152,0.6565,6.092
7.423,3.219,148,0.9718,6.527
1.54,2.89,6,0.1035,0.9992
6.694,5.052,230,0.8006,8.552
8.308,5.997,201,0.7483,6.993
6.351,6.073,153,0.4574,10.74
4.004,3.148,377,0.4964,7.185
6.904,4.794,74,0.9711,6.811
8.204,6.626,274,0.6028,8.335
1.185,5.126,40,0.5628,8.624
2.307,3.719,73,0.8178,7.407
7.285,7.685,74,0.4697,7.836
4.041,6.885,79,0.4784,10.77
12.15,7.526,32,0.4917,6.621
6.126,10.08,177,0.4044,6.653
2.88,1.621,344,0.685,3.879
6.331,3.036,353,0.4862,11.48
12.68,7.177,26,0.317,5.358
8.226,3.995,161,1.055,7.437
5.305,4.049,156,0.9268,6.138
7.099,1.212,529,3.05,9.535
5.873,7.283,194,0.6051,6.394
1.556,2.372,77,0.4568,12.23
1.974,5.068,89,0.7843,7.947
7.44,1.319,124,3.712,7.85
1.468,2.03,3032,0.7179,11.46
11.06,2.099,239,0.6492,6.306
4.619,17.75,95,0.2039,5.992
1.703,2.065,34,0.7618,11.24
10.6,1.432,533,0.8589,7.757
11.19,1.318,41,0.8316,1.838
1.842,2.621,243,0.6528,8.538
7.564,4.642,421,0.9283,4.796
6.764,11.01,170,0.3137,6.433
9.679,2.676,154,1.073,5.616
1.859,1.834,26,0.8547,1.919
11.8,1.923,17,0.4554,1.707
3.391,3.489,143,0.8122,7.532
9.792,5.676,122,0.7319,8.135
6.182,6.168,108,0.6885,8.824
12.13,4.088,81,0.6906,9.449
8.214,5.134,168,0.6799,8.168
10.12,3.53,231,1.01,5.494
8.166,16.97,46,0.2602,6.711
2.307,7.503,106,0.5951,5.479
6.512,5.331,131,0.555,8.083
9.33,3.965,614,0.871,4.428
1.768,1.589,92,0.4792,1.361
9.421,5.664,193,0.5245,9.377
6.074,4.369,85,0.7498,7.168
6.469,1.615,8,0.1239,13.46
2.408,3.114,136,0.4663,2.635
10.04,5.741,137,0.7308,6.66
2.984,3.673,93,0.8416,8.486
5.408,12.57,88,0.3127,8.769
5.231,1.035,115,1.04,2.635
5.036,2.642,276,1.366,5.882
12.6,1.749,15,0.4556,10.92
10.83,3.765,254,0.8013,7.758
11.85,4.707,131,0.6759,8.906
5.104,3.755,152,1.06,10.01
5.637,6.116,60,0.5559,7.896
4.859,12.75,55,0.2048,2.671
6.868,1.356,119,1.067,3.372
3.104,4.415,347,0.6395,8.789
8.383,5.793,77,0.64,12.32
8.42,5.226,167,0.7303,9.575
8.205,1.658,342,2.586,6.566
5.039,2.398,277,1.531,5.877
10.97,4.328,146,0.8062,7.033
5.007,1.823,265,2.19,5.334
6.684,4.091,228,1.031,7.27
7.867,7.876,163,0.4309,6.463
12.57,6.591,11,0.2004,4.123
0.935,2.324,18,0.259,12.04
3.415,4.436,302,0.9316,10.03
1.96,2.182,29,0.3206,13.1
6.861,7.298,301,0.6704,4.181
4.236,4.241,38,0.4571,2.303
3.83,1.584,23,0.1102,12.69
10.85,5.146,129,0.7439,4.981
1.916,1.754,12,0.5808,12.16
6.277,3.601,360,0.9581,6.216
3.933,2.044,1586,0.9127,11.11
7.313,3.814,99,0.9613,9.762
7.484,3.193,1015,1.173,10.18
1.082,1.332,69,0.4794,12.43
9.54,7.137,121,0.4027,9.358
9.16,9.712,182,0.2651,8.271
4.726,1.944,179,1.438,6.536
7.867,1.772,144,2.067,6.71
5.852,4.915,216,0.8195,7.468
5.065,2.478,72,1.042,4.341
10.06,7.553,101,0.5579,5.521
9.274,3.044,117,0.8456,7.685
1.806,4.24,169,0.5056,7.539
6.839,6.352,197,0.6214,9.185
2.764,3.382,70,0.2236,1.792
11.99,2.404,23,0.7536,11.27
6.061,4.414,132,1.011,7.642
1.673,1.859,293,0.7075,2.659
9.968,4.003,97,0.7562,6.715
9.501,3.36,119,0.8403,5.289
11.7,3.386,123,0.6904,4.726
10.13,1.316,54,0.5414,12.31
6.772,1.858,16,0.7058,12.25
2.505,4.022,220,0.9286,7.845
3.349,2.79,115,1.149,9.042
6.502,4.441,121,0.9209,7.309
3.967,10.48,154,0.2916,5.353
8.19,5.022,209,0.7613,6.036
11.99,4.5,263,0.6497,7.106
1.856,2.602,20,0.3737,2.211
7.942,3.646,166,1.26,7.874
5.453,2.296,78,0.9601,3.244
10.37,2.026,53,0.8444,11.24
3.813,19.11,116,0.2003,9.199
5.847,7.825,104,0.4545,5.242
7.061,4.08,107,0.8955,6.184
6.727,1.512,302,2.933,6.673
11.42,3.505,518,0.629,8.177
4.226,6.349,67,0.4446,9.13
7.003,8.279,97,0.5514,7.001
6.148,3.896,162,0.7099,2.851
12.05,4.229,118,0.7322,4.673
10.85,4.272,82,0.8418,8.724
1.187,5.717,24,0.5669,6.804
12.77,4.488,41,0.6156,8.208
8.137,2.431,416,0.9876,9.908
12.74,4.597,6,0.3025,3.749
10.86,8.509,214,0.4224,8.202
6.389,7.851,134,0.5942,6.749
2.343,2.593,66,0.9583,7.694
12.35,2.123,19,0.7155,2.74
9.594,6.238,123,0.5044,10.16
11.05,1.549,58,0.9862,11.05
10.23,2.129,106,0.9024,2.549
2.537,2.369,128,0.803,4.082
10.17,3.099,76,0.7795,11.21
2.983,2.019,141,0.9111,10.2
12,1.304,220,0.6822,2.349
12.09,1.405,358,0.7889,11.21
9.142,4.352,66,0.695,9.492
5.127,1.133,178,0.7325,10.42
7.263,4.677,205,0.91,6.622
4.371,1.975,56,0.8325,4.986
7.566,2.173,239,2.197,7.379
5.447,8.207,207,0.3852,7.045
0.7792,3.147,9,0.3029,8.143
10.73,2.779,169,1.037,6.296
4.212,3.414,114,1.056,5.948
4.317,6.856,31,0.1842,1.717
9.434,3.581,77,0.754,11.24
3.1,1.807,45,0.8953,4.382
1.029,1.987,14,0.4149,3.147
6.48,5.189,77,0.7823,5.773
1.002,2.993,11,0.3204,2.397
8.532,4.023,96,0.8043,2.615
6.386,9.683,206,0.4008,8.444
5.961,2.409,425,0.7517,5.398
12.27,2.189,20,0.6342,4.472
6.837,4.845,78,0.7727,8.079
11.11,1.778,392,1.779,5.608
1.896,3.746,228,0.9892,6.478
0.9167,1.576,18,0.4025,1.476
12.42,2.389,26,0.4612,4.379
7.703,1.894,170,1.137,3.761
3.036,3.014,58,1.068,7.96
6.27,3.528,151,1.315,7.716
5.737,4.792,92,0.8096,9.911
12.64,6.229,6,0.2436,3.034
9.769,1.441,195,2.232,3.137
4.594,3.636,100,1.058,7.07
1.528,3.475,97,0.7432,7.435
3.039,2.082,81,1.074,4.539
1.344,3.96,63,0.542,8.09
13.03,4.773,47,0.261,10.45
3.821,3.049,176,0.971,4.554
2.342,5.103,78,0.7317,8.511
9.863,3.85,45,0.3741,3.049
1.847,4.405,36,0.4826,4.365
6.422,5.264,117,0.6614,2.817
3.542,2.312,104,0.8572,1.903
1.601,4.641,26,0.5803,4.768
10.32,1.488,99,1.108,4.122
3.063,5.587,92,0.5852,6.587
9.416,4.818,189,0.9162,6.036
5.09,1.91,149,1.674,8.206
7.698,3.011,107,1.206,8.137
2.927,7.825,121,0.5916,8.237
1.875,3.691,22,0.5811,4.867
4.458,2.991,64,1.004,5.922
7.963,3.128,252,0.9487,8.939
9.735,1.535,12,0.2161,12.9
2.597,5.193,99,0.7085,7.038
5.254,3.515,280,1.123,8.636
1.65,1.599,14,0.3929,1.249
9.502,7.094,132,0.5556,7.939
1.391,4.685,47,0.6595,3.333
7.687,7.729,122,0.6516,6.995
7.123,4.051,230,0.7546,5.107
10.36,3.423,109,0.9426,6.234
2.165,4.169,135,0.8062,9.497
12.57,4.014,34,0.4104,3.528
3.51,1.868,1168,1.155,9.792
10.89,2.266,31,0.4387,1.339
4.328,5.208,124,0.7937,7.988
9.951,3.557,108,0.9557,7.861
1.203,1.17,8,0.5836,1.526
9.583,3.303,754,0.6735,9.347
8.308,7.769,71,0.4062,9.561
4.288,4.164,345,0.9528,4.688
11.52,2.171,70,0.7393,3.906
12.05,1.626,24,0.5145,2.067
6.972,2.559,385,0.9015,7.52
4.946,7.36,179,0.4642,5.669
7.864,2.635,232,1.546,5.126
7.3,2.832,73,0.4077,11.76
1.138,3.553,27,0.4979,2.729
12.64,4.745,55,0.1727,11.65
6.139,6.924,62,0.6597,8.969
2.906,3.07,110,1.072,7.924
3.027,5.6,103,0.5961,7.993
11.67,2.048,59,0.7795,3.408
2.859,2.113,37,0.613,12.69
10.79,1.949,37,1.011,2.809
6.392,2.981,278,1.123,6.216
11.39,5.112,70,0.4931,5.338
12.69,2.096,6,0.3047,12.29
9.547,2.727,253,1.102,9.052
8.91,2.981,150,1.162,6.429
1.224,3.781,8,0.243,1.767
0.9719,3.611,41,0.3532,11.13
11.13,3.273,146,0.983,7.564
3.355,5.994,80,0.4941,10.24
11.97,3.962,73,0.7928,6.805
11.38,4.765,107,0.753,9.019
12.32,3.904,38,0.5143,3.76
4.035,7.086,203,0.5253,7.668
8.306,6.768,56,0.5813,10.44
9.796,3.55,225,0.6706,10.05
6.634,2.232,141,0.4819,2.678
7.781,3.541,303,1.021,6.498
4.075,9.541,85,0.4826,6.429
1.605,6.086,161,0.5984,6.182
8.429,2.501,28,0.2246,12.94
6.41,3.746,365,0.8929,9.863
11.1,5.807,8,0.06163,1.396
6.784,1.555,906,1.457,4.684
10.45,7.518,421,0.2061,10.61
6.778,3.941,123,1.041,8.952
9.752,4.897,232,0.8077,6.197
3.803,1.693,78,1.167,10.06
5.018,2.882,80,0.8669,8.694
2.024,2.613,57,0.5171,2.45
4.86,3.169,149,0.6693,4.687
3.147,3.029,133,0.5575,10.14
12.77,8.342,25,0.3552,9.3
8.495,1.262,415,1.729,9.005
1.82,1.237,34,0.9571,11.61
3.55,4.121,238,0.6091,3.863
6.824,2.689,407,1.847,5.185
9.872,4.881,272,0.7795,6.16
8.325,7.109,146,0.4547,4.113
10.53,2.846,65,0.7106,10.54
1.429,3.406,39,0.4654,5.475
1.832,4.397,96,0.6134,3.723
12.25,3.024,17,0.408,2.68
3.638,6.199,66,0.5267,8.576
10.47,7.897,81,0.4875,7.577
12.31,1.745,37,0.4803,12.57
2.738,3.013,116,0.3554,12.3
1.631,2.185,19,0.5019,3.113
7.522,2.981,185,0.9461,9.787
7.068,3.035,254,1.63,7.768
11.65,3.194,91,1.013,6.869
3.239,2.82,172,0.9563,6.831
3.007,3.296,74,0.7512,3.447
4.78,3.65,142,0.8172,5.918
8.008,4.084,4095,0.8288,8.879
6.219,8.156,73,0.3471,7.005
4.291,1.96,19,0.3806,11.83
6.426,3.187,97,0.9136,5.052
4.017,1.642,37,1.221,3.597
8.496,2.823,29,0.9337,2.812
12.85,3.633,33,0.4024,10.47
6.456,3.243,1097,0.9166,3.372
1.355,5.154,82,0.6315,7.432
2.264,4.267,63,0.4769,10.96
6.469,1.697,364,1.103,7.401
8.387,4.606,116,0.9092,7.338
7.811,4.738,190,0.8854,5.404
4.732,3.267,141,1.014,6.809
5.772,5.266,637,0.7616,8.877
11.11,2.816,184,1.152,7.924
5.561,4.369,109,0.7433,9.809
8.636,3.602,267,0.9264,6.808
10.87,4.895,253,0.6593,7.584
10.39,4.666,537,0.6773,4.685
9.788,1.752,35,0.2102,12.87
1.083,10.14,63,0.3129,5.703
12.12,3.024,6,0.1647,13.03
3.558,2.953,113,0.6031,1.66
5.896,9.315,93,0.3492,10.28
8.75,3.581,310,0.7548,9.158
11.27,1.453,66,0.9344,2.339
6.741,4.79,85,0.6715,3.11
2.527,1.416,9,0.7548,11.42
5.835,4.381,185,1.004,5.624
7.282,3.66,97,1.101,2.434
2.349,1.175,107,1.007,4.771
7.141,3.586,91,0.9014,3.214
12.71,4.373,61,0.3859,3.558
5.296,6.916,116,0.4156,6.557
4.027,3.631,108,0.8603,2.964
3.622,3.326,23,0.877,3.987
2.271,2.465,95,0.9285,10.24
1.698,2.36,49,0.995,4.64
6.857,5.236,162,0.7628,9.047
1.038,2.808,57,0.6056,4.507
11.09,3.616,84,0.8922,6.364
12.66,3.068,23,0.445,11.01
7.008,3.51,233,1.047,7.3
6.373,6.622,55,0.304,11.18
9.704,2.095,146,1.035,6.285
7.653,2.252,23,0.7196,12.59
1.098,2.994,13,0.2919,11.55
3.9,3.18,100,0.9834,6.34
10.73,3.365,38,0.8276,9.34
1.447,2.124,26,0.3893,12.32
1.366,3.321,88,0.1553,2.887
4.046,10.57,32,0.1773,9.914
4.379,2.975,208,1.208,8.794
12.87,2.068,10,0.2533,12.4
9.507,3.591,123,0.9887,8.905
10.45,5.599,16,0.3176,12.36
12.37,5.778,6,0.1736,12.48
3.558,2.558,104,1.086,5.316
7.181,8.901,103,0.3519,2.316
4.587,1.765,108,1.093,3.302
5.99,4.135,198,0.8444,5.043
8.158,7.073,110,0.423,3.816
7.652,4.137,243,0.9748,8.841
6.385,9.566,103,0.3834,7.611
9.981,3.152,474,1.237,7.366
5.439,5.728,66,0.6543,8.083
2.438,4.542,51,0.5661,9.979
8.17,4.048,196,0.9662,7.515
2.532,1.214,13,0.3572,2.249
11.28,2.008,17,0.7161,2.486
1.114,5.324,84,0.5354,8.031
7.938,5.799,50,0.6431,7.146
0.997,8.206,51,0.2331,8.97
4.243,6.099,210,0.5781,7.472
10.86,4.384,58,0.4062,2.737
3.978,12.53,218,0.3085,7.003
4.326,3.586,45,0.4382,4.047
4.968,2.964,173,1.014,8.279
6.278,1.314,343,1.807,7.27
7.12,3.699,136,0.8092,6.215
8.14,4.008,26,0.3654,3.571
6.069,9.73,128,0.374,6.376
2.381,4.257,175,0.8685,4.261
4.613,1.293,115,2.634,9.774
6.687,3.11,139,1.098,6.377
3.638,4.156,99,0.6083,9.538
8.196,5.814,339,0.7733,8.865
10.27,4.607,109,0.8535,7.56
1.48,1.796,29,0.7004,11.03
4.326,5.278,83,0.5862,1.839
7.489,6.059,581,0.6535,11.17
11.31,3.135,49,0.564,11.49
3.787,2.75,382,0.5816,6.272
12.79,2.599,38,0.4225,11.3
6.117,4.861,56,0.5314,1.403
2.523,4.66,170,0.7319,7.749
8.197,2.229,228,1.934,8.131
5.298,6.993,122,0.4514,6.742
12.08,3.812,27,0.4921,9.897
5.356,3.067,26,0.5675,1.502
1.771,4.461,114,0.6807,7.496
6.116,4.215,139,0.8465,8.712
7.722,5.115,459,0.5126,2.14
2.771,3.91,41,0.6106,3.89
13.12,6.027,30,0.2176,5.372
5.399,10.22,56,0.3198,9.406
1.686,3.221,27,0.9225,9.094
3.052,2.194,986,1.159,5.227
5.131,2.832,77,1.074,6.628
11.05,3.886,104,0.7532,6.603
4.428,3.902,129,0.9152,8.369
7.971,3.544,173,1.234,7.718
9.973,3.957,79,0.5613,2.887
11.68,1.284,10,0.7232,1.578
2.118,4.987,8,0.262,10.7
2.454,9.783,26,0.1111,10.65
11.88,1.866,19,0.4688,11.96
10.86,2.306,69,0.5844,12.03
2.015,5.604,7,0.412,3.485
12.04,1.314,7,0.4515,2.11
9.914,1.396,8,0.4817,12.43
2.543,2.157,142,0.8992,4.543
7.932,3.332,66,1.137,4.808
0.8398,6.477,13,0.279,10.3
11.25,1.353,63,0.6576,12.43
1.39,6.991,22,0.3268,11.04
3.663,3.686,71,1.029,8.027
5.81,14.7,190,0.1674,2.164
3.851,2.108,162,1.061,3.426
8.853,3.883,189,0.9623,6.577
8.399,6.126,248,0.4703,6.525
1.07,3.645,23,0.5105,3.877
11.67,4.167,49,0.736,5.863
7.495,2.756,271,1.117,9.183
1.565,3.889,115,0.3907,10.32
2.234,2.371,50,0.2735,1.591
11.37,1.508,17,0.7301,12.04
9.069,3.111,125,0.7284,12.21
9.914,3.283,72,1.195,6.48
11.58,9.059,95,0.2334,9.183
11.32,2.334,91,0.7707,9.951
9.579,3.034,48,1.129,9.494
9.037,3.382,72,0.803,12.08
1.1,1.823,6,0.4066,1.522
8.856,1.597,337,0.9767,11.95
8.207,3.991,190,0.8235,4.452
5.534,3.976,86,0.8009,9.08
11.12,2.764,214,0.5264,2.47
3.575,4.333,97,0.7271,5.913
7.432,3.112,193,0.9845,9.358
6.582,1.747,136,2.213,5.358
6.082,2.593,192,1.562,6.937
9.346,1.674,112,1.049,10.93
1.995,1.66,17,0.6315,2.664
1.749,2.59,146,0.6604,2.21
5.181,3.193,161,1.015,7.471
7.054,4.839,8,0.1454,12.49
1.449,5.169,49,0.6037,5.246
2.776,3.084,40,0.5811,1.47
3.222,3.166,77,0.463,9.318
2.564,2.125,106,1.29,4.193
13.02,2.62,20,0.1259,10.91
2.797,3.114,104,0.886,7.793
4.589,3.707,244,0.9348,8.951
2.028,1.961,37,0.7582,12.06
10.42,1.29,7,0.65,12.8
6.516,8.382,55,0.5286,7.745
3.649,6.742,201,0.4452,6.196
11.28,2.586,80,0.7622,3.191
2.297,10.24,115,0.2845,7.203
11.16,2.387,60,0.6358,4.329
1.302,5.501,6,0.2002,2.567
13.01,1.789,11,0.3128,11.05
1.026,7.855,144,0.3082,5.398
10.21,1.462,81,1.133,5.005
6.801,3.476,71,1.044,7.878
9.877,4.395,172,0.5272,6.523
7.729,3.136,426,1.434,6.958
7.173,5.273,182,0.5927,8.208
9.009,8.901,133,0.3552,6.977
9.795,3.295,1300,1.145,6.636
5.986,5.62,248,0.5402,6.892
4.061,3.842,292,0.4191,8.46
7.26,1.994,199,1.632,7.095
1.815,3.117,8,0.173,1.258
1.59,1.681,12,0.6499,2.049
12.08,1.045,31,0.6956,12.56
4.794,2.058,108,1.056,9.967
3.572,2.271,22,1.357,11.42
9.226,3.581,86,0.8891,5.95
8.547,4.009,129,0.6325,2.491
11.27,3.307,76,0.8622,4.996
11.5,1.104,91,1.141,3.58
6.279,2.699,131,1.141,5.617
3.175,2.8,260,0.7804,7.942
2.962,2.245,107,1.011,10.19
3.493,4.118,214,0.8754,7.23
12.64,3.352,35,0.4994,4.124
6.849,1.153,93,1.184,3.697
1.189,7.148,8,0.1144,5.899
5.49,5.637,130,0.5538,7.297
2.446,2.463,777,0.9404,4.011
10.22,4.293,69,0.7413,9
11.87,4.028,42,0.8222,4.975
7.422,1.105,860,4.009,7.775
5.952,4.212,183,0.8162,7.451
4.59,4.224,254,0.6867,7.57
5.783,1.561,594,2.223,4.103
10.42,2.403,142,0.8908,9.637
5.861,1.739,435,1.946,11.23
1.306,1.532,88,0.6955,11.83
5.65,2.334,434,1.179,9.872
1.064,9.091,26,0.3289,5.153
5.054,4.486,51,0.6458,10.6
1.777,3.074,262,0.7576,7.96
9.28,1.921,265,2.537,7.27
2.047,1.758,45,0.825,3.334
3.213,3.22,101,1.083,7.205
5.778,6.482,109,0.5082,7.277
8.027,4.332,200,0.9578,7.398
3.448,3.121,134,0.7752,3.156
4.706,5.035,173,0.7244,6.74
7.991,3.154,284,1.239,7.188
1.669,2.934,20,0.3446,2.786
5.165,1.061,204,1.131,11.4
10.78,2.66,21,0.6452,1.987
4.565,1.633,6,0.0275,14
4.215,6.879,249,0.3705,7.896
11.83,2.594,57,0.7843,10.45
2.657,1.673,114,0.8472,12.23
10.15,3.036,155,1.08,7.926
10.89,4.48,95,0.6922,4.407
1.574,2.153,9,0.1026,0.8097
4.254,3.614,125,0.9645,8.651
12.12,9.32,123,0.3833,6.676
8.772,2.467,120,0.8987,2.336
8.992,2.544,72,0.9895,4.141
11.34,1.789,19,0.6806,11.43
1.415,9.145,119,0.4402,8.969
6.809,1.548,24,0.8383,2.083
4.576,5.39,140,0.6389,8.525
3.579,5.838,43,0.4825,9.844
0.948,7.22,19,0.3232,5.499
9.972,2.777,32,0.5914,1.894
11.18,1.686,31,0.7097,2.08
2.229,2.967,63,0.9706,5.518
10.64,2.85,15,0.6628,12.92
1.05,2.55,42,0.253,12.14
10.66,8.531,24,0.3215,8.832
12.89,3.651,19,0.371,3.316
7.081,1.783,663,2.006,6.281
7.659,2.593,320,1.098,4.542
9.359,4.331,288,0.687,8.106
12.35,1.989,89,0.606,11.94
0.7865,2.122,10,0.2559,6.897
12.05,6.746,6,0.03735,0.7058
12.21,10.08,7,0.07499,13.15
12.43,2.427,13,0.3881,2.587
11.05,3.417,110,0.3332,4.63
9.617,3.669,118,0.9927,6.235
3.01,5.622,99,0.7284,7.436
11.09,2.426,84,0.9466,8.189
9.226,2.472,25,0.7646,2.056
6.437,7.972,173,0.5176,8.168
7.937,3.091,107,1.023,6.796
7.368,3.233,121,0.9412,9.418
2.612,2.201,71,0.4188,1.32
1.269,2.922,19,0.5383,11.51
5.259,4.99,138,0.7407,7.039
2.074,2.148,55,0.524,12.29
2.204,2.007,43,0.9501,4.181
6.481,6.692,130,0.6671,8.217
2.787,2.329,72,0.8663,4.576
11.28,2.967,639,0.842,9.742
11.9,2.038,21,0.4824,4.145
3.349,3.548,209,0.9433,7.92
4.825,2.184,136,1.152,7.594
11.76,3.241,105,0.5421,10.26
5.887,14.79,79,0.2608,7.599
4.132,7.334,158,0.4599,5.057
11.36,5.768,89,0.5545,4.97
11.3,4.814,75,0.485,9.137
9.697,4.423,140,0.809,5.275
4.519,2.94,55,0.7823,2.757
6.186,3.071,54,0.7799,4.349
2.546,3.189,63,0.6401,9.116
3.031,4.803,212,0.6796,6.65
10.45,2.796,132,0.7772,10.54
10.09,2.695,171,0.9841,7.462
4.441,3.828,206,0.7198,10.12
5.617,3.378,348,0.6007,3.252
1.797,6.867,6,0.03813,13.12
2.038,6.029,52,0.206,1.882
6.406,1.213,656,3.251,6.514
6.03,5.567,237,0.6949,6.773
11.62,1.557,44,0.5694,1.741
11.45,2.382,41,0.7147,11.44
12.42,2.733,54,0.6295,4.448
9.466,3.272,23,0.2735,2.976
11.94,4.848,25,0.4158,10.27
11.93,2.989,85,0.5902,10.29
8.317,3.501,274,0.7236,7.924
1.286,1.675,9,0.525,1.794
0.8017,3.955,13,0.3698,2.807
3.42,4.194,280,0.8357,8.749
9.398,2.299,206,1.132,8.075
10.41,3.054,79,0.8842,9.006
9.227,3.184,112,1.004,5.533
11.89,1.43,37,0.748,1.906
12.12,1.184,28,0.6985,12.18
3.418,1.402,48,1.11,5.05
2.2,1.851,67,0.6413,3.24
12.24,1.613,16,0.5516,11.4
4.436,4.07,160,0.7389,8.27
7.722,4.644,297,0.7527,3.161
8.028,4.279,282,0.6742,6.125
4.191,2.066,140,1.796,5.064
12.33,2.195,20,0.6116,11.37
1.911,2.907,707,0.8612,10.35
2.622,1.56,34,0.9961,11.12
1.996,2.006,14,0.3813,1.332
4.451,2.818,292,1.931,7.976
6.901,3.377,110,0.4476,3.08
2.291,1.28,20,0.7733,12.42
12.22,2.084,20,0.544,2.208
11.66,1.348,52,0.6944,2.555
2.68,3.88,171,0.7612,5.848
9.262,3.869,152,0.8348,8.343
5.635,4.048,440,0.7155,11.25
8.741,1.975,463,1.478,6.375
3.414,2.317,95,1.014,10.04
9.208,1.288,4095,3.118,7.781
3.968,4.069,102,1.009,9.016
9.812,1.958,37,0.8678,2.537
6.683,1.368,736,0.792,2.875
4.503,2.066,391,0.832,7.228
3.31,5.779,22,0.3523,12.3
11.48,3.611,102,1.059,6.343
6.147,2.299,271,1.435,9.28
7.578,1.865,179,1.954,3.44
11.82,2.297,7,0.4886,11.9
7.718,4.763,200,0.7358,6.86
2.542,3.202,32,0.5598,2.107
7.952,2.019,69,1.094,5.402
10.13,5.36,79,0.6604,6.643
3.88,3.301,87,0.8852,8.252
12.24,1.957,15,0.7298,2.198
7.843,3.128,167,1.04,7.288
11.62,1.455,57,1.067,6.139
6.331,6.746,141,0.5742,5.814
2.404,3.599,108,0.8373,7.859
8.694,2.423,83,0.9836,9.307
5.417,1.585,149,1.116,4.391
7.438,4.232,49,0.4407,12.18
1.868,3.361,30,0.3672,11.63
2.326,3.186,108,0.2468,8.514
6.032,2.199,6,0.1106,13.02
6.748,4.435,284,1.004,5.698
5.73,2.465,291,1.66,6.284
1.086,4.809,25,0.407,9.446
7.742,3.906,116,0.6951,7.856
5.824,5.816,270,0.7942,8.462
12.53,4.813,74,0.679,6.923
5.792,3.995,275,0.7303,8.844
12.14,1.824,16,0.5208,1.763
2.023,1.564,35,0.3978,13
12.52,2.016,26,0.4663,11.56
2.368,4.574,22,0.4363,2.858
4.75,3.504,300,0.8428,7.93
3.467,4.997,72,0.6531,9.593
2.375,2.74,37,0.7487,10.97
1.438,1.423,51,0.7657,12.53
1.751,6.408,12,0.1138,5.894
8.761,6.505,70,0.5935,8.422
2.073,3.096,87,1.249,7.17
12.69,4.784,4095,0.7577,7.992
12.15,1.306,10,0.798,10.92
11.14,5.671,154,0.6181,6.282
2.093,2.264,9,0.5887,12.06
7.639,5.148,205,0.809,9.391
2.336,5.021,39,0.3261,11.33
8.653,1.333,76,1.074,10.38
12.12,4.505,86,0.3693,6.317
11.97,9.58,7,0.1099,1.002
5.045,6.458,90,0.5019,6.39
6.609,2.937,199,1.006,4.067
6.257,3.517,370,0.7386,4.538
2.511,4.92,13,0.2685,2.363
4.963,2.721,85,1.106,6.354
11.05,3.43,89,0.4947,2.97
4.03,6.742,52,0.5427,4.953
4.256,2.65,476,0.8582,6.024
8.929,4.621,68,0.8056,5.844
8.252,3.958,292,0.6465,9.633
6.745,1.865,289,1.696,6.52
11.28,1.438,52,0.9197,2.622
2.394,3.269,192,0.807,5.695
11.52,1.602,18,0.7986,11.41
12.31,1.171,10,0.3551,2.508
8.738,1.408,21,0.8044,11.83
10.64,9.174,65,0.2873,6.19
2.523,2.469,27,0.5649,2.45
0.6944,2.249,8,0.1086,9.955
11.13,2.296,160,0.8409,3.513
11.51,1.675,41,0.4267,1.185
1.427,20.19,100,0.2013,6.716
12.69,6.954,55,0.2623,10.42
2.118,1.482,9,0.5762,1.47
10.36,4.115,27,0.185,1.912
6.532,13.03,125,0.2975,7.165
1.898,4.515,132,0.7909,5.012
10.86,1.224,9,0.7553,12.46
6.929,1.159,343,0.524,2.045
2.069,4.128,81,0.8506,5.018
6.301,4.16,123,1.029,8.312
4.843,6.41,150,0.4613,6.591
12.38,3.137,15,0.6279,9.399
11.35,2.475,36,1.005,3.454
4.1,2.769,162,0.7902,6.014
12.67,1.428,20,0.4068,1.837
10.98,14.83,48,0.1884,8.866
10.46,2.938,127,0.9903,8.268
5.317,4.492,94,0.6323,7.014
7.517,4.563,79,0.8552,6.775
6.446,1.816,85,1.292,9.907
1.84,3.126,767,0.7994,6.591
6.876,5.129,92,0.391,5.21
1.481,2.866,14,0.5031,3.009
8.713,8.565,96,0.4179,5.618
12.32,2.245,32,0.4292,10.34
7.082,3.453,328,0.6693,2.558
10.54,4.372,92,0.6447,4.016
5.208,3.874,71,1.063,3.998
