pos_y,ecc,hits,rms_trans,pos_x
3.989,8.111,79,0.5142,7.714
1.408,4.157,229,0.283,6.518
13.07,2.748,24,0.1624,10.39
9.455,2.048,400,0.8486,2.435
1.835,2.384,178,0.7108,3.494
1.49,1.27,27,0.7146,2.099
3.094,5.039,103,0.6544,7.585
9.309,5.357,127,0.5449,6.207
10.35,2.844,198,0.9031,4.01
8.761,1.111,427,2.93,4.332
2.521,3.924,9,0.2849,13.26
12.72,2.434,57,0.4712,6.675
8.088,6.653,158,0.565,6.46
12.87,2.529,12,0.1546,8.332
4.973,2.124,378,0.7989,7.228
1.169,3.133,49,0.5382,2.793
4.039,7.777,197,0.5569,8.349
11.61,5.003,6,0.2519,12.85
2.346,3.924,96,0.9527,7.937
2.396,1.236,58,1.108,10.64
1.911,2.092,59,0.9149,4.782
10.98,4.108,175,0.3701,3.119
2.06,2.262,52,0.9024,3.029
5.88,1.295,47,0.2885,0.9999
3.586,5.165,318,0.7087,11.09
7.283,5.416,115,0.6377,7.574
10.39,5.162,168,0.5104,5.476
3.093,2.95,250,0.7141,5.792
8.168,1.689,70,0.9846,11.25
11.91,7.32,13,0.16,2.244
11.75,5.717,56,0.2279,4.627
1.3,4.972,77,0.4588,5.473
11.62,2.227,45,0.8505,3.708
4.372,3.334,142,0.9314,9.065
11.37,2.464,330,0.8103,7.32
7.163,2.564,208,1.325,10.71
6.939,3.99,90,0.9097,6.136
11.59,3.949,143,0.9164,6.491
8.16,3.823,140,0.9951,9.803
2.225,4.094,23,0.1482,1.477
1.001,1.253,27,0.3623,1.347
6.811,2.049,126,1.854,6.655
1.018,5.616,66,0.3299,3.697
5.047,6.395,180,0.2629,10.38
6.86,2.985,85,0.8907,6.263
11.87,1.754,61,0.8367,11.4
6.125,9.647,88,0.3444,10.15
6.085,5.976,103,0.6009,6.71
4.48,2.928,40,0.7757,2.135
11.62,4.769,51,0.6836,7.45
6.211,2.483,395,1.519,7.026
10.33,1.34,31,1.15,10.2
4.443,1.653,541,0.4086,13.07
6.651,5.702,222,0.7507,6.916
10.66,1.593,45,1.087,10.7
6.122,3.553,161,0.9468,5.476
9.562,6.54,114,0.5792,5.738
12.7,5.721,13,0.2427,3.78
7.92,5.049,146,0.8869,3.655
11.57,5.891,179,0.6482,6.906
5.33,5.806,82,0.7604,5.567
8.331,3.521,122,1.019,5.452
5.066,3.444,129,1.036,9.325
11.84,1.408,8,0.6254,1.492
2.935,1.583,14,0.9301,11.98
12.72,1.887,11,0.3391,11.85
12.74,2.455,6,0.3493,6.655
4.925,4.68,204,0.8715,8.334
12.45,1.525,53,0.5658,12
6.173,3.881,240,0.9433,5.695
4.16,3.034,137,1.021,8.107
9.05,2.506,124,0.5785,12.25
12.14,1.893,27,0.5416,11.74
11.66,1.883,6,0.3576,12.82
2.798,1.841,774,1.221,3.486
7.852,6.507,192,0.4013,8.619
8.191,3.079,122,0.9265,6.541
5.907,2.6,274,1.033,4.765
11.16,2.771,108,0.8724,3.078
2.954,3.348,162,0.8528,7.318
7.871,2.337,999,0.759,8.886
7.058,3.615,68,1.002,10.95
9.95,6.802,74,0.5653,7.95
2.12,4.947,122,0.8146,5.566
7.513,3.707,284,1.208,5.367
11.24,1.748,40,0.9047,4.084
8.305,5.882,34,0.2466,10.85
12.36,6.151,67,0.3962,4.428
4.912,1.83,376,1.113,10.83
9.498,3.053,109,0.1872,2.815
9.993,2.284,49,0.8488,2.66
3.897,3.339,330,0.9952,6.715
6.808,2.194,83,0.4055,2.381
9.281,3.521,92,1.079,6.689
11.68,2.39,83,1.03,4.442
11.36,2.823,86,0.8659,8.766
1.97,1.647,665,0.913,9.503
4.734,9.751,59,0.2544,2.095
6.385,2.602,116,1.026,7.796
4.455,3.986,155,0.4163,6.382
2.841,2.48,316,1.783,7.638
3.199,1.672,6,0.7062,2.512
9.147,1.694,60,1.051,2.168
1.886,9.658,191,0.3906,5.975
12.18,5.029,8,0.3138,10.64
10.78,1.232,25,0.9301,2.423
11.73,7.908,76,0.2901,4.166
2.195,8.417,30,0.1403,1.593
10.45,3.7,97,0.9973,7.039
9.017,2.125,211,0.9363,5.942
1.897,5.706,19,0.3878,4.532
6.709,3.624,487,0.5583,3.964
4.972,5.175,209,0.6784,10.59
1.033,4.123,7,0.07468,12.94
11.61,2.088,2014,0.7506,11.26
4.206,5.087,101,0.8374,7.595
3.288,2.914,110,0.7175,10.85
0.8731,3.106,8,0.1964,12.25
5.217,8.42,182,0.5298,7.891
9.74,3.184,137,1.067,6.227
8.566,1.447,132,3.623,8.67
7.638,5.274,30,0.152,1.687
8.512,3.698,122,0.9545,7.05
12.28,4.302,57,0.5589,8.961
3.294,3.609,13,0.6427,2.553
1.303,1.138,37,0.5933,1.683
4.111,2.208,36,0.4737,11.82
8.797,1.29,27,1.422,10.76
5.72,5.164,186,0.8454,5.769
12.79,6.361,9,0.1688,3.566
6.387,1.427,283,3.313,6.282
3.149,4.499,104,0.7495,9.473
4.195,4.473,165,0.7594,7.702
7.251,3.854,388,0.9488,3.706
9.079,1.257,19,1.068,3.296
6.38,3.658,67,1.022,8.684
1.642,7.192,136,0.4448,7.926
7.083,4.657,63,0.7818,5.294
7.028,3.645,119,0.9094,7.826
11.03,4.298,113,0.6667,6.81
5.831,4.317,475,0.6188,5.899
2.594,8.672,96,0.2027,9.08
11.07,13.7,21,0.1191,3.987
2.946,4.409,67,0.2464,11.6
2.329,5.008,61,0.7113,7.504
1.347,3.592,6,0.3483,2.814
7.282,4.047,99,0.8617,5.975
11.34,3.057,109,0.5685,8.753
6.619,4.966,150,0.7852,7.283
10.7,2.909,196,0.9652,7.057
1.864,4.387,31,0.4052,3.877
12.13,1.768,649,0.8414,7.16
7.68,2.24,311,1.087,5.56
12.57,7.163,37,0.4054,4.481
0.7325,2.096,11,0.3682,11.03
4.329,4.953,221,0.7767,9.228
1.736,1.828,29,0.7689,3.138
4.216,3.663,134,0.943,5.4
9.429,10.14,127,0.1887,8.767
3.803,5.279,101,0.5886,5.842
4.778,2.867,130,0.9023,4.967
1.823,1.28,122,0.7121,2.58
11.74,3.038,14,0.7079,4.274
7.292,5.373,215,0.5611,5.288
11.47,2.043,33,0.9093,2.961
9.456,6.736,81,0.5225,10.15
6.353,9.025,115,0.4136,9.612
10.62,4.514,25,0.4416,3.768
3.574,4.017,39,0.6035,11.74
11.29,3.555,74,0.5559,8.266
3.045,2.425,36,0.8259,3.302
11.95,5.422,67,0.5743,6.959
5.833,6.903,86,0.4556,8.542
10.38,4.888,72,0.4209,3.328
5.549,6.201,166,0.5078,4.732
4.286,3.47,174,0.847,6.23
11.01,9.988,152,0.1935,9.209
2.459,1.315,33,0.9663,12.08
11.13,2.278,4095,1.746,7.711
8.558,4.827,92,0.581,8.087
12.05,3.134,25,0.7967,3.974
4.115,2.49,101,0.2857,11.18
3.109,1.798,44,0.7944,2.035
13.03,7.79,4095,0.4724,6.095
4.511,8.335,117,0.2314,12.21
8.904,3.199,124,1.034,5.357
6.674,7.145,127,0.506,8.501
4.709,1.642,247,1.835,4.971
3.199,1.822,270,0.6964,12.59
11.3,1.907,18,0.5959,12.53
2.043,1.187,163,0.8374,12.02
6.656,6.516,173,0.5324,9.708
4.6,6.663,193,0.4609,9.511
11.57,2.128,59,0.689,12.32
7.475,4.368,218,0.7325,5.804
3.262,5.192,49,0.2078,9.787
9.947,3.96,69,0.804,7.904
2.031,6.719,162,0.4815,7.933
10.32,4.895,82,0.6912,7.416
10.9,4.999,38,0.7855,7.033
1.998,1.541,57,0.869,7.268
1.616,2.209,8,0.93,7.803
7.053,2.625,97,1.256,4.714
7.168,5.865,114,0.5886,7.346
10.53,4.215,48,0.8003,8.14
2.928,4.176,27,0.5202,2.285
5.869,3.397,396,1.171,7.039
2.325,2.987,35,0.8649,10.08
4.932,5.096,145,0.8141,5.093
11.92,4.823,7,0.2559,1.403
7.014,10.52,138,0.3807,9.122
6.568,5.402,112,0.8083,8.03
0.9417,2.308,440,0.4182,2.076
3.002,3.806,79,0.4139,3.951
12.1,1.95,12,0.5326,2.388
2.698,4.43,57,0.8028,6.765
6.746,4.406,175,1.004,6.583
13.57,14.03,4096,0.2902,7.144
8.078,4.861,101,0.7932,7.773
9.525,3.755,93,0.8707,7.833
2.809,3.65,92,0.76,6.085
7.936,5.129,126,0.5839,8.336
5.297,1.995,425,1.125,6.08
8.217,7.417,136,0.3925,7.151
1.596,1.584,48,0.6972,2.485
1.72,7.972,83,0.4688,4.722
9.439,4.22,26,0.3767,12.88
2.941,1.328,41,0.7711,2.139
5.335,2.22,30,0.9348,4.11
6.195,2.638,486,0.6593,6.346
5.766,6.953,114,0.5587,5.801
8.973,4.699,181,0.5196,8.838
4.125,4.32,145,0.7114,7.109
3.923,6,164,0.634,8.172
1.942,3.122,36,0.9356,4.304
10.27,9.335,46,0.4031,9.27
10.55,3.201,10,0.3281,1.117
9.421,1.091,46,1.014,11.71
6.706,1.491,45,0.875,1.905
11.85,3.203,10,0.3218,12.97
8.111,3.218,271,0.7995,12.41
7.455,4.811,385,0.8632,8.634
11.12,5.773,91,0.4045,4.225
1.24,4.618,27,0.4645,3.211
12.59,5.168,31,0.5322,8.847
1.724,3.228,20,0.7974,8.165
10.42,4.074,156,0.7775,7.962
5.912,1.687,53,0.8406,12.21
5.636,3.881,465,0.652,7.343
9.214,2.945,57,0.9455,7.187
4.577,3.522,324,0.9231,4.282
7.023,4.198,161,0.9799,10.13
12.16,6.731,8,0.1214,11.87
7.588,5.368,39,0.6808,3.854
3.625,3.141,180,0.9541,6.657
11.82,3.653,29,0.3792,10.62
2.984,4.608,32,0.5023,10.73
12.85,1.557,62,0.3917,2.09
10.95,3.668,71,0.8229,8.345
12.41,4.825,8,0.3008,11.03
8.307,2.906,304,0.9881,5.366
2.436,2.355,83,1.046,8.531
7.009,2.57,245,1.775,3.869
8.072,5.706,292,0.873,9.39
12.73,8.233,72,0.3859,7.181
0.8207,2.096,19,0.3853,11.34
12.73,3.432,51,0.1452,5.402
9.982,2.461,110,0.9335,3.357
1.909,1.983,15,0.4232,12.74
1.504,5.384,55,0.3782,5.699
7.311,5.283,80,0.3108,11.09
4.74,4.126,257,0.8767,6.49
11.98,2.184,27,0.7429,2.425
3.842,2.905,106,1.15,6.587
4.603,3.305,68,0.6713,12.53
8.398,1.196,730,1.233,4.817
2.627,4.711,156,0.4006,8.497
5.377,6.144,38,0.5561,1.663
2.311,1.575,396,0.8638,3.075
2.495,6.961,28,0.1123,3.204
3.097,3.046,51,1.117,5.683
4.772,2.905,530,1.372,4.595
1.326,2.702,10,0.524,2.409
4.299,6.09,116,0.4172,5.987
8.433,3.683,128,1.011,10.45
2.338,2.375,65,0.814,3.802
6.337,3.399,157,0.7989,6.66
8.752,5.667,48,0.6827,7.403
5.161,6.463,12,0.3487,12.98
1.215,2.883,107,0.5258,8.285
4.453,1.792,723,1.45,8.759
8.021,5.067,48,0.2994,9.686
9.425,3.95,7,0.4304,1.34
2.388,1.626,48,0.9288,4.531
1.751,3.31,9,0.3457,11.78
6.419,5.631,194,0.7837,6.705
12.11,4.542,16,0.5536,10.45
5.031,5.032,411,0.7576,3.799
6.002,3.521,116,0.9056,8.752
1.892,2.281,19,0.5927,11.16
2.018,1.279,22,0.6185,12.3
0.9579,1.164,12,0.3692,1.476
10.61,5.828,63,0.2356,4.439
12.87,5.91,4096,0.687,7.738
8.711,4.214,198,0.7718,7.94
1.965,6.037,67,0.6901,6.467
2.308,3.044,77,0.916,4.525
5.225,3.12,851,0.5416,8.878
8.17,1.913,266,1.413,2.55
5.076,2.358,14,0.6086,2.043
10.2,6.701,301,0.5003,3.881
1.002,7.357,14,0.4504,5.535
5.465,5.379,117,0.5437,4.75
1.956,2.976,17,0.2672,1.788
8.16,3.474,202,1.032,7.124
10.98,3.296,79,0.8641,7.93
12.33,2.532,13,0.6255,10.44
11.38,3.18,17,0.4818,2.616
6.37,4.292,142,0.8177,7.889
0.9834,2.53,29,0.4328,2.582
5.938,2.027,829,1.08,9.565
2.138,1.253,54,0.8885,11.64
1.309,1.515,110,0.268,13.19
9.597,2.42,305,1.483,6.808
5.384,4.345,73,0.5555,12.16
2.489,2.033,16,0.6525,11.81
1.413,1.451,142,0.7046,2.71
1.721,1.786,85,0.7229,2.468
0.8604,2.266,7,0.04087,13.13
9.768,2.01,268,1.565,6.01
10.62,1.506,14,1.569,10.99
11.6,3.893,64,0.7699,6.522
10.85,3.455,29,0.8067,9.296
11.87,1.059,48,0.1998,13.25
3.731,6.021,214,0.8382,9.349
9.786,3.109,90,0.9022,6.582
5.702,3.519,124,1.076,7.749
1.998,1.452,63,0.7332,12.44
4.41,3.257,161,0.8547,10.35
2.863,4.511,73,0.7906,8.277
12.36,7.043,41,0.1263,3.581
11.34,4.433,121,0.8001,8.629
3.184,2.687,265,0.9539,7.764
4.091,4.718,118,0.8401,7.095
5.58,10.66,79,0.2507,9.388
10.49,2.24,7,0.2506,1.442
2.262,1.111,95,1.009,5.24
4.168,1.052,156,1.899,11.46
3.166,2.46,124,1.209,9.55
4.408,6.924,113,0.5705,7.666
5.656,5.096,143,0.7819,8.148
2.971,3.326,1085,0.8406,8.606
11.88,3.297,7,0.5181,2.479
8.253,3.93,605,1.127,6.694
2.793,5.95,133,0.6306,6.872
4.529,3.074,221,1.015,11.87
10.43,2.582,246,1.234,7.741
12.07,2.644,17,0.7315,3.496
11.12,3.722,139,0.9277,6.983
7.114,1.119,243,0.829,3.354
4.814,3.691,168,0.4054,2.188
8.539,4.124,107,0.9052,10.25
1.127,5.297,8,0.3321,3.96
3.666,3.198,426,0.5014,4.984
2.007,7.001,24,0.1616,1.141
7.157,2.171,78,1.128,4.482
1.228,1.191,53,0.5922,12.25
1.526,5.634,288,0.4124,7.15
8.512,6.775,96,0.4415,3.552
12.28,6.927,41,0.4633,9.665
7.305,4.181,172,0.8199,3.508
9.407,4.391,143,0.7216,9.738
12.26,2.358,73,0.6783,3.612
3.303,3.123,11,0.534,1.617
5.023,1.062,1448,1.505,5.781
0.5867,1.435,12,0.1721,13.05
4.494,3.412,188,0.9889,5.86
6.545,4.737,75,0.5742,6.827
10.39,3.055,106,0.8964,6.508
12.06,1.917,19,0.6022,11.73
12.54,4.984,4095,0.7568,9.593
2.093,3.202,11,0.3597,9.103
1.642,6.059,133,0.5809,8.555
9.269,4.87,95,0.541,3.355
2.295,1.319,68,1.04,2.219
3.59,4.16,85,0.8782,8.012
12.38,5.863,74,0.6205,8.318
10.45,2.142,181,0.9629,10.17
3.986,2.716,424,1.041,10.64
2.996,5.816,86,0.4345,5.187
11.57,1.999,322,0.9324,9.239
1.602,1.477,29,0.7091,2.332
4.483,4.105,161,0.7521,8.215
1.444,2.253,38,0.5536,11.45
7.989,5.278,69,0.6064,6.464
10.19,3.444,167,0.8931,4.691
12.71,6.23,25,0.5065,8.935
1.817,2.844,76,0.8781,4.765
8.741,3.721,205,1.028,5.93
7.239,7.789,40,0.481,7.646
10.58,2.631,206,1.349,5.368
3.716,2.18,223,1.649,3.705
10.39,4.274,6,0.2482,12.74
9.918,4.115,45,0.747,3.748
3.192,5.29,44,0.234,11.24
8.131,5.886,93,0.5827,3.683
2.505,5.148,109,0.4166,9.297
2.855,3.405,295,0.8028,9.629
10.97,2.024,50,0.8443,3.168
11.99,2.686,7,0.3129,12.58
9.621,4.87,161,0.6681,7.062
7.935,4.676,137,0.8333,6.843
2.13,3.313,9,0.4006,12.85
7.709,4.097,115,1.018,7.279
8.002,2.922,165,1.067,5.457
11.22,3.042,26,0.5085,2.244
2.016,3.535,106,0.8026,5.017
8.121,4.839,178,0.7195,6.779
4.62,2.286,1127,0.7778,9.307
2.89,3.302,175,1.037,7.168
8.313,2.275,47,0.7608,2.498
4.707,3.517,195,0.9699,5.592
3.2,4.723,102,0.6024,6.962
10.14,3.385,215,0.9745,7.588
3.073,4.063,66,0.6575,5.199
10.67,3.142,462,0.9572,11.71
5.937,4.193,114,1.021,7.907
2.283,1.388,49,0.6906,12.34
7.669,1.456,160,2.447,5.833
12.26,3.022,9,0.5959,2.845
11.01,2.761,43,0.7692,4.493
5.398,2.062,148,1.725,5.594
9.118,4.838,7,0.02412,0.3182
2.635,6.032,30,0.3134,10.47
5.267,6.891,92,0.4761,3.632
6.97,1.386,22,0.7878,12.54
2.182,1.404,28,0.9665,10.27
3.138,3.06,194,0.592,11.05
6.798,6.323,317,0.7014,6.431
4.981,12.25,95,0.3327,9.54
12.38,15.71,6,0.02151,12.62
8.365,6.803,128,0.2907,5.307
6.12,5.419,9,0.1742,12.87
11.17,1.933,14,0.6214,1.666
1.289,3.958,35,0.617,4.135
11.38,4.537,500,0.7024,6.428
4.916,3.226,108,1.056,7.303
9.044,1.586,91,1.041,2.822
3.931,2.788,73,0.7969,1.901
8.322,4.654,108,0.8385,7.775
10.19,3.4,108,0.7865,5.385
5.241,1.878,83,2.252,6.134
10.53,4.688,97,0.646,3.968
7.016,4.376,191,0.9785,6.737
11.58,2.837,522,1.056,3.906
6.113,4.88,307,0.9016,7.852
7.127,2.81,81,1.043,8.225
11.62,1.842,38,0.8543,8.11
6.435,3.791,32,0.2162,2.355
6.792,3.633,181,0.9384,6.177
6.524,3.431,110,0.8884,10.33
5.462,4.997,688,0.4308,4.72
1.259,1.845,153,0.5489,11.33
8.198,5.047,230,0.7888,8.372
2.742,4.896,95,0.8043,7.313
6.409,7.343,103,0.5019,7.937
6.62,5.648,172,0.6663,6.677
4.032,7.865,133,0.3587,8.422
2.015,1.863,51,1.051,10.16
7.463,3.502,121,1.003,7.91
10.03,4.981,311,0.7548,8.803
9.481,5.814,247,0.6497,6.009
7.858,3.858,66,0.843,5.511
6.337,3.739,175,1.022,3.725
6.325,8.313,16,0.2613,4.919
0.9625,2.375,6,0.2456,1.347
11.46,4.089,299,0.9004,5.232
9.347,3.643,136,0.8375,9.229
6.052,3.329,83,0.901,6.374
6.674,5.632,287,0.8021,7.917
7.116,4.312,323,0.8716,5.852
2.273,1.822,29,0.7197,4.545
2.725,3.417,233,0.9093,10.21
2.925,4.911,209,0.5274,6.127
9.795,6.448,76,0.54,7.949
12.23,3.141,19,0.7189,11.17
12.18,3.058,13,0.6203,3.81
4.946,3.931,174,0.8773,8.653
4.85,3.842,81,0.9931,5.374
9.723,2.269,127,1.58,8.503
10.18,3.289,239,0.7379,4.993
10.88,1.855,68,0.8101,10.94
12.44,7.261,25,0.4953,7.785
6.085,6.021,42,0.8945,6.897
12.79,2.303,44,0.1352,8.81
7.236,1.928,160,1.406,6.086
3.523,1.996,105,0.9751,9.211
5.226,3.009,134,0.9889,9.202
6.44,3.872,120,0.8622,5.958
2.912,2.512,9,0.09373,12.96
10,2.985,233,0.7996,3.258
3.048,2.993,192,0.9097,5.426
9.21,3.614,75,1.11,6
6.26,2.376,137,1.05,9.255
6.005,2.082,146,1.249,8.983
11.91,4.287,76,0.8052,8.293
10.24,4.826,23,0.5532,11.49
7.325,3.372,127,0.8273,11.33
1.626,4.063,185,0.6432,7.395
4.941,1.711,9,0.396,2.246
6.186,5.664,51,0.454,9.373
0.9959,1.591,51,0.3513,11.91
3.293,2.641,151,1.009,8.605
5.905,3.16,7,0.3898,12.54
12.22,5.067,85,0.6645,7.655
5.357,4.125,221,0.862,7.892
2.272,4.097,70,0.6205,9.855
10.08,4.378,281,0.7662,7.541
6.69,2.986,69,1.266,7.925
4.316,1.091,672,2.696,10.01
3.509,3.06,340,1.037,6.448
6.038,4.532,95,0.7175,8.058
2.289,1.336,75,1.012,9.606
13,1.951,14,0.329,2.66
2.63,1.373,121,1.129,4.215
1.538,4.725,117,0.7299,6.263
11.68,2.523,20,0.8745,9.936
1.336,6.287,150,0.4624,7.181
11.33,1.778,47,0.9738,4.733
5.485,4.311,52,0.7354,7.15
4.753,5.581,259,0.5676,1.838
3.408,6.349,65,0.3872,3.95
2.05,3.078,17,0.3032,2.03
7.619,4.743,140,0.7606,6.314
2.909,3.283,15,0.6042,3.13
7.13,8.689,175,0.471,5.157
1.574,1.661,109,0.566,11.81
2.975,5.461,97,0.869,6.732
12.25,2.829,16,0.6032,3.317
5.153,3.183,159,0.9059,4.874
11.89,2.842,28,0.5949,11.94
8.563,6.558,254,0.501,8.211
11.32,6.366,211,0.2037,4.539
12.58,4.907,106,0.551,5.726
2.246,1.596,33,0.8351,12.01
1.782,1.701,21,0.9217,7.463
4.326,4.62,150,0.9065,6.073
12.57,3.271,102,0.5012,7.172
8.877,1.706,120,2.162,6.834
8.714,6.577,175,0.4927,6.336
2.594,4.609,79,0.5926,5.082
3.3,6.47,212,0.6343,5.61
11.58,5.268,50,0.6393,6.094
7.701,3.477,174,0.9662,8.397
1.152,1.562,11,0.1372,8.393
7.816,7.125,53,0.4774,8.773
7.182,1.231,951,1.325,3.724
9.645,6.06,90,0.6016,5.79
11.99,5.449,36,0.6305,8.637
9.663,2.461,116,0.8234,4.499
7.286,4.706,69,0.7918,3.05
2.147,5.072,89,0.7608,6.248
11.42,2.643,50,0.8672,5.794
11.13,5.584,64,0.5351,10.37
5.829,3.227,59,0.9466,7.189
2.182,1.372,6,0.9407,3.722
11.44,1.52,14,0.7188,12
1.429,5.402,31,0.2208,1.812
1.315,3.738,49,0.4872,4.634
12.55,1.647,9,0.6028,2.723
1.634,3.323,98,0.6855,5.737
5.157,6.005,138,0.7247,8.926
11.88,2.312,61,0.7535,11.08
4.932,2.922,233,0.6597,3.509
10.24,1.513,34,0.9619,2.732
1.279,5.878,147,0.5457,5.311
3.054,1.314,99,1.919,2.916
6.203,6.317,122,0.4939,9.367
2.548,4.203,46,0.5557,4.212
7.804,4.686,142,0.8939,10.08
11.68,2.23,67,0.8047,3.814
3.869,5.058,216,0.6359,7.799
2.869,1.059,513,0.9486,11.57
3.716,3.855,196,1.005,8.477
11.05,2.204,18,0.6177,1.61
3.543,4.063,168,0.9584,7.935
10.44,3.416,59,0.7221,3.043
5.048,1.283,185,2.569,8.683
5.769,4.593,206,0.6765,5.157
11.42,2.746,105,0.8349,4.968
5.691,1.468,173,1.468,4.833
11.29,9.314,97,0.3262,4.843
10.3,4.629,95,0.8738,7.816
11.77,1.57,76,0.8465,3.667
8.283,4.354,114,0.9872,8.037
5.057,4.301,222,0.7217,6.683
5.009,2.682,167,0.9506,5.524
10.86,4.547,108,0.5102,5.961
7.391,7.004,242,0.4386,8.598
10.44,1.541,339,0.9441,2.688
10.91,5.17,68,0.7001,5.135
10.2,4.303,95,0.7402,5.668
8.4,1.482,116,3.177,5.461
10.91,2.816,89,0.8219,2.94
5.633,5.332,176,0.6325,7.531
4.471,3.284,170,0.986,7.663
6.55,3.422,227,1.169,9.496
10.6,2.613,76,1.075,4.666
9.224,1.382,57,0.7496,2.218
12.32,1.198,62,0.3773,1.306
2.223,2.596,80,0.9406,10.17
6.66,3.27,255,1.066,10.04
7.934,4.633,134,0.7254,6.11
10.35,9.557,169,0.3489,2.576
8.224,3.61,140,1.003,8.239
9.444,1.377,157,1.674,10.9
1.034,2.499,13,0.3214,2.397
5.977,1.157,270,2.62,7.918
5.481,2.765,512,1.358,8.661
6.085,1.272,23,0.9234,12.46
4.594,9.266,105,0.3532,5.841
1.446,3.708,46,0.418,4.664
5.905,5.025,116,0.863,6.721
13.84,1.657,10,0.03791,4.917
3.78,3.749,105,0.9494,7.894
5.826,4.004,235,0.7661,3.08
2.682,1.898,51,0.9693,9.204
12.76,3.198,7,0.3111,2.055
8.348,9.143,58,0.3208,4.911
6.435,5.352,131,0.9632,7.002
9.906,3.586,99,0.8883,8.146
8.221,1.433,217,2.834,8.301
6.662,2.737,382,1.011,10.6
11.19,3.612,79,0.645,3.811
4.186,4.725,58,0.2073,5.419
7.119,3.516,137,0.939,4.87
5.769,18.54,44,0.2294,5.439
1.663,1.56,39,0.5343,11.73
12.07,2.462,27,0.7278,10.69
2.757,2.105,49,0.8048,2.13
5.791,3.481,98,0.8416,6.904
2.821,3.532,152,0.8741,7.18
8.955,1.27,140,1.29,3.185
3.895,3.178,174,0.9087,4.77
11.43,2.906,15,0.4011,12.4
1.251,1.817,8,0.4162,12.36
1.727,1.242,10,0.7014,1.49
6.395,5.235,144,0.7884,7.122
12,2.373,216,0.7332,5.848
1.025,1.951,7,0.4448,1.607
9.717,5.586,126,0.7363,7.745
10.63,2.459,74,0.9197,2.728
9.579,11.74,41,0.1849,6.373
10.26,5.455,14,0.1664,12.46
5.829,3.587,237,0.9268,10.23
8.806,4.87,520,0.8173,8.984
7.033,5.819,183,0.7061,7.345
1.624,1.378,65,0.6981,11.7
7.51,5.697,204,0.4851,3.302
7.956,3.851,148,1.058,9.645
4.684,1.727,406,2.031,9.676
12.31,1.68,66,0.5554,11.99
2.253,1.966,48,0.9162,3.882
12.62,1.544,132,0.4038,7.69
9.281,1.644,1108,1.108,3.345
9.159,4.053,73,0.9751,7.919
7.142,5.585,103,0.5965,8.566
4.469,3.178,753,0.8788,8.607
5.742,8.861,104,0.3549,5.593
6.25,5.5,91,0.7009,6.978
7.704,3.678,249,0.3533,2.449
6.217,4.308,321,0.7279,4.855
12.48,5.824,146,0.4818,5.256
10.21,4.802,135,0.6177,5.989
4.97,1.193,156,3.043,5.081
6.024,3.219,83,0.875,8.332
10.52,3.212,100,0.9001,5.415
8.513,6.001,287,0.5823,8.079
3.247,5.617,47,0.3955,10.67
7.726,4.036,96,1.02,6.388
1.778,1.773,18,0.5486,2.756
10.03,6.849,187,0.544,6.776
2.335,2.75,44,0.6914,10.17
4.276,4.689,156,0.5575,6.411
10.01,8.261,96,0.5044,6.487
8.771,2.002,146,1.714,5.922
10.59,3.053,163,1.098,7.687
3.838,3.526,49,1.112,6.128
1.965,2.463,163,0.6956,3.958
11.06,4.701,153,0.7822,5.866
8.238,5.603,297,0.7037,7.297
0.9543,9.856,40,0.442,7.646
11.11,1.973,15,0.4818,12.66
6.181,3.161,404,1.054,4.909
3.691,3.983,179,0.8602,5.889
4.519,1.325,175,1.144,3.686
11.66,3.422,36,0.3198,6.928
2.638,1.751,96,0.9041,11.32
9.158,4.276,365,0.5596,5.369
6.207,4.132,121,0.8051,7.459
3.268,2.851,46,1.08,4.92
10.64,5.906,48,0.3744,2.957
1.279,6.49,74,0.3588,10.4
1.442,1.285,36,0.681,2.663
1.93,6.529,91,0.5496,7.17
11.97,2.447,225,0.6471,3.114
1.442,4.057,11,0.2472,1.892
4.343,3.009,142,0.9807,7.399
9.893,7.413,83,0.5409,9.101
10.26,5.034,66,0.8163,8.206
1.149,2.338,13,0.2928,2.113
6.813,3.077,238,1.187,6.8
0.5981,3.044,8,0.1143,12.73
9.065,2.79,175,1.344,4.81
7.891,2.335,173,1.735,5.96
10.56,4.683,131,0.6191,9.232
2.088,1.654,113,0.7946,11.43
11.49,4.564,95,0.7268,5.688
10.03,3.471,103,0.8872,6.713
9.906,1.989,41,0.9359,2.784
5.954,6.203,190,0.6908,9.452
10.1,4.432,125,0.8844,8.648
2.771,1.786,55,1.23,3.929
5.24,3.698,221,1.074,8.14
1.128,13.33,69,0.2601,8.221
1.286,2.804,32,0.5383,4.096
8.684,2.863,454,1.016,8.962
2.066,4.345,193,0.7246,7.663
5.297,5.951,113,0.5397,3.752
4.94,1.533,287,1.846,7.951
3.005,3.966,84,0.7365,6.662
10.94,3.232,154,0.871,8.824
5.698,5.605,155,0.5833,6.739
9.368,3.654,134,0.9035,6.132
10.62,1.671,83,1.058,9.724
12.17,2.432,214,0.7792,9.249
4.015,1.911,89,0.9907,12.09
6.109,5.255,98,0.6847,7.563
4.425,6.88,80,0.5746,8.285
9.88,2.19,110,1.201,5.667
6.987,4.656,51,0.6174,7.504
2.674,4.722,88,0.5316,4.836
10.62,3.505,168,0.8637,6.677
6.809,4.827,101,0.899,5.279
